,Ürün Kodu,Marka,Seri,Model,Araç Yılı,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş Tipi,Ortalama Yakıt Tüketimi,Depo Hacmi,Boya/Değişen Bilgisi,Fiyat
33,23696635,Fiat,Egea,1.4 Fire Lounge,2023,6000,Düz,LPG & Benzin,Sedan,Mavi (metalik),1368,95,Önden Çekiş,6.4,45,"
Tamamı orjinal
",875000
34,22571812,Fiat,Egea,1.3 Multijet Easy Plus,2023,7000,Düz,Dizel,Sedan,Mavi (metalik),1248,95,Önden Çekiş,4.1,50,"
Tamamı orjinal
",875000
35,23642208,Fiat,Egea,1.6 Multijet Easy,2023,9000,Yarı Otomatik,Dizel,Sedan,Mavi,1598,130,Önden Çekiş,4.4,50,"
2 değişen, 1 boyalı
",872000
36,23752226,Fiat,Egea,1.6 Multijet Easy,2022,21000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,"
Tamamı orjinal
",870000
37,23660840,Fiat,Egea,1.6 Multijet S-Design,2020,48000,Yarı Otomatik,Dizel,Station wagon,Gri,1598,120,Önden Çekiş,3.9,50,"
1 değişen, 2 boyalı
",869000
38,22664626,Fiat,Egea,1.3 Multijet Easy,2020,75000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,"
Tamamı orjinal
",865000
39,23334509,Fiat,Egea,1.3 Multijet Easy,2022,7000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,50,"
Tamamı orjinal
",865000
40,23782589,Fiat,Egea,1.3 Multijet Urban,2023,12000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,50,"
Tamamı orjinal
",865000
41,23434677,Fiat,Egea,1.3 Multijet Easy,2022,7000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,50,"
Tamamı orjinal
",865000
42,23698296,Fiat,500 Ailesi,500L 1.3 Mjet RockStar,2013,73000,Yarı Otomatik,Dizel,MPV,Beyaz,1248,85,Önden Çekiş,4.0,50,"
Tamamı orjinal
",865000
43,23397520,Fiat,Egea,1.6 Multijet Easy,2020,10000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,"
Tamamı orjinal
",860000
44,23769395,Fiat,Egea,1.6 E-Torq Urban Plus,2019,66000,Otomatik,LPG & Benzin,Sedan,Gri (metalik),1598,110,Önden Çekiş,6.3,45,"
2 değişen, 1 boyalı
",860000
45,23668176,Fiat,Egea,1.6 Multijet Urban,2022,65000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,130,Önden Çekiş,4.4,50,"
Tamamı orjinal
",860000
46,23781431,Fiat,Egea,1.4 Fire Easy Plus,2023,6000,Düz,Benzin,Sedan,Gri,1368,95,Önden Çekiş,6.4,45,"
Tamamı orjinal
",859000
47,23437740,Fiat,Egea,1.6 Multijet Mirror,2020,121000,Yarı Otomatik,Dizel,Station wagon,Beyaz,1598,120,Önden Çekiş,3.9,50,"
Tamamı orjinal
",855000
48,23418683,Fiat,Egea,1.3 Multijet Urban,2021,45000,Düz,Dizel,Sedan,Kırmızı,1248,95,Önden Çekiş,4.1,45,"
Tamamı orjinal
",855000
49,23593023,Fiat,Egea,1.4 Fire Urban,2022,6000,Düz,Benzin,Hatchback/5,Mavi,1368,95,Önden Çekiş,6.6,50,Belirtilmemiş,853000
50,23326221,Fiat,Egea,1.6 Multijet Easy,2022,19000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,"
Tamamı orjinal
",850000
51,23756400,Fiat,Egea,1.6 Multijet Easy,2022,70000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,130,Önden Çekiş,4.4,50,"
Tamamı orjinal
",850000
52,23667897,Fiat,Egea,1.3 Multijet Easy Plus,2023,6000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,50,"
Tamamı orjinal
",850000
53,23786452,Fiat,Egea,1.6 Multijet Urban,2017,48000,Yarı Otomatik,Dizel,Sedan,Füme,1598,120,Önden Çekiş,3.9,45,"
Tamamı orjinal
",850000
54,23722737,Fiat,Egea,1.3 Multijet Easy Plus,2023,11000,Düz,Dizel,Sedan,Gri,1248,95,Önden Çekiş,4.1,50,"
Tamamı orjinal
",850000
55,23776395,Fiat,Egea,1.3 Multijet Urban Plus,2020,32000,Düz,Dizel,Sedan,Gri (Gümüş),1248,95,Önden Çekiş,4.1,45,Belirtilmemiş,850000
56,23691666,Fiat,500 Ailesi,500L 1.3 Mjet Cross Plus,2017,71000,Düz,Dizel,MPV,Yeşil (metalik),1248,95,Önden Çekiş,4.2,50,Belirtilmemiş,850000
57,23708537,Fiat,Egea,1.6 Multijet Urban,2022,48000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,130,Önden Çekiş,4.4,50,"
3 boyalı
",850000
58,23798986,Fiat,Egea,1.3 Multijet Urban,2023,16000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,50,"
Tamamı orjinal
",850000
59,22664977,Fiat,Egea,1.6 Multijet Urban,2021,33000,Düz,Dizel,Sedan,Beyaz,1598,130,Önden Çekiş,4.3,50,"
Tamamı orjinal
",850000
60,23655093,Fiat,Egea,1.5 T4 Easy,2022,24000,Otomatik,Hibrit,Sedan,Beyaz,1469,130,Önden Çekiş,5.0,50,"
Tamamı orjinal
",850000
61,23771353,Fiat,Egea,1.6 Multijet Easy,2022,51000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,130,Önden Çekiş,4.4,50,"
Tamamı orjinal
",848000
62,23767568,Fiat,Egea,1.6 Multijet Easy,2022,45000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,130,Önden Çekiş,4.4,50,"
Tamamı orjinal
",848000
63,23732822,Fiat,Egea,1.6 Multijet Easy,2022,48000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,130,Önden Çekiş,4.4,50,"
Tamamı orjinal
",848000
64,23595717,Fiat,Egea,1.3 Multijet Easy Plus,2022,45000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,50,Belirtilmemiş,848000
65,23721901,Fiat,Egea,1.3 Multijet Urban Plus,2020,47000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,"
Tamamı orjinal
",845000
66,23755739,Fiat,Egea,1.3 Multijet Easy Plus,2023,6000,Düz,Dizel,Sedan,Gri,1248,95,Önden Çekiş,4.1,50,"
3 boyalı
",845000
67,23578742,Fiat,Egea,1.6 Multijet Easy,2022,64000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,130,Önden Çekiş,4.4,50,"
Tamamı orjinal
",842000
68,23637762,Fiat,Egea,1.3 Multijet Easy Plus,2023,6000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,50,Belirtilmemiş,842000
69,23767260,Fiat,Egea,1.3 Multijet Easy Plus,2023,6000,Düz,Dizel,Sedan,Mavi,1248,95,Önden Çekiş,4.1,50,"
1 değişen, 1 boyalı
",840000
70,23541544,Fiat,Egea,1.3 Multijet Easy,2022,10000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,50,"
Tamamı orjinal
",840000
71,23553248,Fiat,Egea,1.6 Multijet Street,2020,100000,Yarı Otomatik,Dizel,Hatchback/5,Gri,1598,120,Önden Çekiş,3.8,50,"
Tamamı orjinal
",840000
72,23547378,Fiat,Egea,1.6 Multijet Street,2020,113000,Yarı Otomatik,Dizel,Hatchback/5,Kırmızı,1598,120,Önden Çekiş,3.8,50,"
Tamamı orjinal
",840000
73,23332233,Fiat,Egea,1.6 Multijet Easy,2022,48000,Otomatik,Dizel,Sedan,Beyaz,1598,130,Önden Çekiş,4.4,50,"
Tamamı orjinal
",838000
74,23751341,Fiat,Egea,1.4 Fire Urban,2023,8000,Düz,Benzin,Sedan,Gri,1368,95,Önden Çekiş,6.4,45,Belirtilmemiş,838000
75,23671859,Fiat,Egea,1.6 Multijet Easy,2022,49000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,130,Önden Çekiş,4.4,50,"
Tamamı orjinal
",835000
76,23763299,Fiat,Egea,1.4 Fire Urban,2021,11000,Düz,Benzin,Hatchback/5,Füme,1368,95,Önden Çekiş,6.6,50,"
Tamamı orjinal
",835000
77,23724842,Fiat,Egea,1.6 E-Torq Lounge Plus,2018,62000,Otomatik,LPG & Benzin,Sedan,Gri (titanyum),1598,110,Önden Çekiş,6.3,45,"
Tamamı orjinal
",835000
78,23627086,Fiat,500 Ailesi,500 1.2 Cult,2016,48000,Yarı Otomatik,Benzin,Hatchback/3,Mavi,1242,69,Önden Çekiş,5.0,35,"
1 boyalı
",835000
79,23712905,Fiat,Egea,1.6 Multijet Urban,2021,70000,Düz,Dizel,Sedan,Beyaz,1598,130,Önden Çekiş,4.3,50,Belirtilmemiş,830000
80,23714501,Fiat,Egea,1.6 Multijet Lounge Plus,2018,41000,Düz,Dizel,Hatchback/5,Siyah,1598,120,Önden Çekiş,3.7,50,"
1 değişen, 1 boyalı
",830000
81,23798241,Fiat,Egea,1.4 Fire Urban,2023,7000,Düz,Benzin,Hatchback/5,Turuncu,1368,95,Önden Çekiş,6.6,50,Belirtilmemiş,830000
82,23661321,Fiat,Egea,1.3 Multijet Easy,2023,7000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,50,"
Tamamı orjinal
",830000
83,23796770,Fiat,Egea,1.3 Multijet Easy Plus,2023,6000,Düz,Dizel,Sedan,Gri (Gümüş),1248,95,Önden Çekiş,4.1,50,"
Tamamı orjinal
",829000
84,23393834,Fiat,Egea,1.4 Fire Lounge,2023,6000,Düz,Benzin,Sedan,Kırmızı,1368,95,Önden Çekiş,6.4,45,"
Tamamı orjinal
",828000
85,23712150,Fiat,Egea,1.4 Fire Urban,2023,6000,Düz,Benzin,Sedan,Mavi,1368,95,Önden Çekiş,6.4,45,"
Tamamı orjinal
",827000
86,23656992,Fiat,Egea,1.4 Fire Urban,2023,6000,Düz,Benzin,Hatchback/5,Turuncu,1368,95,Önden Çekiş,6.6,50,"
Tamamı orjinal
",826000
87,23747656,Fiat,Egea,1.6 Multijet Easy,2020,39000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,"
Tamamı orjinal
",825000
88,23375326,Fiat,Egea,1.3 Multijet Easy Plus,2022,49000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,50,"
Tamamı orjinal
",825000
89,23704728,Fiat,Egea,1.4 Fire Easy Plus,2023,3000,Düz,Benzin,Sedan,Füme,1368,95,Önden Çekiş,6.4,45,"
Tamamı orjinal
",825000
90,23736634,Fiat,Egea,1.4 Fire Urban Plus,2020,30000,Düz,Benzin,Sedan,Gri (metalik),1368,95,Önden Çekiş,5.7,45,"
1 değişen
",825000
91,23704614,Fiat,Egea,1.6 Multijet Lounge Plus,2017,65000,Yarı Otomatik,Dizel,Sedan,Kahverengi,1598,120,Önden Çekiş,3.9,45,"
1 boyalı
",825000
92,23702399,Fiat,Egea,1.4 Fire Lounge,2023,6000,Düz,Benzin,Sedan,Mavi (metalik),1368,95,Önden Çekiş,6.4,45,"
Tamamı orjinal
",825000
93,23684328,Fiat,Egea,1.6 Multijet Lounge Plus,2020,58000,Yarı Otomatik,Dizel,Sedan,Gri,1598,120,Önden Çekiş,3.9,45,Belirtilmemiş,822000
94,23754924,Fiat,Egea,1.3 Multijet Easy,2019,6000,Düz,Benzin,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,"
Tamamı orjinal
",820000
95,23762814,Fiat,Egea,1.4 Fire Urban,2023,6000,Düz,Benzin,Hatchback/5,Gri,1368,95,Önden Çekiş,6.6,50,Belirtilmemiş,820000
96,23641452,Fiat,Egea,1.4 Fire Easy Plus,2023,9000,Düz,Benzin,Sedan,Gri,1368,95,Önden Çekiş,6.4,45,"
Tamamı orjinal
",820000
97,23275650,Fiat,Egea,1.6 Multijet Urban Plus,2018,99000,Yarı Otomatik,Dizel,Station wagon,Lacivert,1598,120,Önden Çekiş,3.9,50,Belirtilmemiş,820000
98,23751251,Fiat,Egea,1.4 Fire Easy Plus,2023,7000,Düz,Benzin,Sedan,Mavi,1368,95,Önden Çekiş,6.4,45,Belirtilmemiş,820000
99,23026727,Fiat,Egea,1.6 Multijet Lounge Plus,2017,91000,Yarı Otomatik,Dizel,Hatchback/5,Lacivert,1598,120,Önden Çekiş,3.8,50,Belirtilmemiş,820000
100,23758031,Fiat,Egea,1.6 Multijet Easy,2019,86000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,"
Tamamı orjinal
",818000
101,23676245,Fiat,Egea,1.6 Multijet Easy,2020,69000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,Belirtilmemiş,815000
102,23016257,Fiat,Egea,1.6 Multijet Easy,2020,90000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,Belirtilmemiş,815000
103,23667458,Fiat,Egea,1.4 Fire Lounge Plus,2021,16000,Düz,Benzin,Hatchback/5,Beyaz,1368,95,Önden Çekiş,5.7,50,Belirtilmemiş,815000
104,23314377,Fiat,Egea,1.6 Multijet Easy,2020,79000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,"
Tamamı orjinal
",815000
105,23712926,Fiat,Egea,1.6 Multijet Easy,2020,63000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,"
Tamamı orjinal
",815000
106,22952686,Fiat,Egea,1.6 Multijet Easy,2020,69000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,"
3 değişen, 2 boyalı
",815000
107,23323941,Fiat,Egea,1.6 Multijet Easy,2020,75000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,"
3 boyalı
",815000
108,23323934,Fiat,Egea,1.6 Multijet Easy,2020,75000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,"
3 boyalı
",815000
109,23604108,Fiat,Egea,1.6 Multijet Easy,2020,71000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,"
2 boyalı
",815000
110,23676244,Fiat,Egea,1.6 Multijet Easy,2020,64000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,"
1 boyalı
",815000
111,23605749,Fiat,Egea,1.6 Multijet Easy,2020,84000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,"
1 boyalı
",815000
112,23604112,Fiat,Egea,1.6 Multijet Easy,2020,58000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,"
1 boyalı
",815000
113,23323936,Fiat,Egea,1.6 Multijet Easy,2020,69000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,"
1 boyalı
",815000
114,23323924,Fiat,Egea,1.6 Multijet Easy,2020,73000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,"
1 boyalı
",815000
115,22832798,Fiat,Egea,1.6 E-Torq Lounge Plus,2017,50000,Otomatik,Benzin,Hatchback/5,Beyaz,1598,110,Önden Çekiş,6.3,50,"
1 boyalı
",815000
116,23699102,Fiat,Egea,1.6 Multijet Lounge Plus,2020,75000,Yarı Otomatik,Dizel,Sedan,Gri,1598,120,Önden Çekiş,3.9,45,Belirtilmemiş,815000
117,23741401,Fiat,Egea,1.4 Fire Easy,2023,150000,Düz,Benzin,Sedan,Mavi,1368,95,Önden Çekiş,6.4,45,"
Tamamı orjinal
",815000
118,23673056,Fiat,Egea,1.3 Multijet Easy,2023,11000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,50,"
Tamamı orjinal
",815000
119,23365382,Fiat,Egea,1.6 Multijet Easy,2019,82000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,"
1 boyalı
",813000
120,23758034,Fiat,Egea,1.6 Multijet Easy,2019,81000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,"
1 boyalı
",813000
121,22439910,Fiat,Egea,1.6 E-Torq Urban Plus,2019,51000,Otomatik,LPG & Benzin,Sedan,Beyaz,1598,110,Önden Çekiş,6.3,45,"
1 değişen, 2 boyalı
",812000
122,23776410,Fiat,500 Ailesi,500L 1.3 Mjet PopStar,2017,65000,Yarı Otomatik,Dizel,MPV,Beyaz,1248,95,Önden Çekiş,3.9,50,"
Tamamı orjinal
",811000
123,23736649,Fiat,Egea,1.3 Multijet Easy,2023,8000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,50,Belirtilmemiş,810000
124,23727769,Fiat,Egea,1.6 Multijet Lounge,2017,132000,Düz,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,4.2,45,"
Tamamı orjinal
",810000
125,23642098,Fiat,Egea,1.6 E-Torq Lounge Plus,2018,23000,Otomatik,Benzin,Sedan,Beyaz,1598,110,Önden Çekiş,6.3,45,"
Tamamı orjinal
",810000
126,23642080,Fiat,Egea,1.6 E-Torq Lounge Plus,2018,23000,Otomatik,Benzin,Sedan,Beyaz,1598,110,Önden Çekiş,6.3,45,"
Tamamı orjinal
",810000
127,23702915,Fiat,Egea,1.3 Multijet Mirror,2020,6000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,"
Tamamı orjinal
",810000
128,23790254,Fiat,Egea,1.6 Multijet Urban,2022,37000,Düz,Dizel,Sedan,Beyaz,1598,130,Önden Çekiş,4.3,50,"
Tamamı orjinal
",810000
129,23596944,Fiat,Egea,1.6 Multijet Easy,2022,53000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,130,Önden Çekiş,4.4,50,"
4 boyalı
",810000
130,23748990,Fiat,Egea,1.6 E-Torq Lounge Plus,2017,64000,Otomatik,LPG & Benzin,Sedan,Beyaz,1598,110,Önden Çekiş,6.3,45,"
1 değişen, 1 boyalı
",810000
131,23163232,Fiat,Egea,1.6 Multijet Urban Plus,2020,123000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,"
1 boyalı
",810000
132,23777811,Fiat,Egea,1.4 Fire Urban,2023,6000,Düz,LPG & Benzin,Sedan,Gri,1368,95,Önden Çekiş,6.4,45,"
Tamamı orjinal
",810000
133,23741509,Fiat,500 Ailesi,500L 1.3 Mjet Cross Plus,2018,81000,Yarı Otomatik,Dizel,MPV,Kırmızı,1248,95,Önden Çekiş,4.0,50,"
Tamamı orjinal
",810000
134,23571959,Fiat,Egea,1.4 Fire Urban,2022,19000,Düz,Benzin,Hatchback/5,Beyaz,1368,95,Önden Çekiş,6.6,50,"
Tamamı orjinal
",808000
135,23736697,Fiat,Egea,1.3 Multijet Easy,2023,10000,Düz,Dizel,Sedan,Füme,1248,95,Önden Çekiş,4.1,50,"
Tamamı orjinal
",808000
136,23323932,Fiat,Egea,1.6 Multijet Easy,2020,76000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,Belirtilmemiş,805000
137,23000381,Fiat,Egea,1.3 Multijet Easy Plus,2020,44000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,"
Tamamı orjinal
",805000
138,23323929,Fiat,Egea,1.6 Multijet Easy,2020,60000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,"
Tamamı orjinal
",805000
139,23323926,Fiat,Egea,1.6 Multijet Easy,2020,67000,Yarı Otomatik,Dizel,Sedan,Beyaz,1598,120,Önden Çekiş,3.9,45,"
Tamamı orjinal
",805000
140,23567408,Fiat,Egea,1.3 Multijet Mirror,2020,26000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,"
Tamamı orjinal
",805000
141,22821830,Fiat,Egea,1.3 Multijet Easy,2022,46000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,50,"
Tamamı orjinal
",805000
142,23691880,Fiat,Egea,1.4 Fire Urban Plus,2021,9000,Düz,Benzin,Sedan,Diğer,1368,95,Önden Çekiş,5.7,45,"
Tamamı orjinal
",805000
143,23642241,Fiat,Egea,1.3 Multijet Urban,2023,16000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,50,"
Tamamı orjinal
",804000
144,23740997,Fiat,Egea,1.3 Multijet Urban,2023,11000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,50,Belirtilmemiş,803000
145,23801638,Fiat,Egea,1.3 Multijet Easy,2022,6000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,50,Belirtilmemiş,800000
146,23758360,Fiat,Egea,1.3 Multijet Urban Plus,2020,30000,Düz,Dizel,Sedan,Beyaz,1248,95,Önden Çekiş,4.1,45,"
Tamamı orjinal
",800000
147,23716191,Fiat,Egea,1.4 Fire Urban,2023,6000,Düz,Benzin,Sedan,Beyaz,1368,95,Önden Çekiş,6.4,45,"
Tamamı orjinal
",800000
