,Ürün Kodu,Marka,Seri,Model,Araç Yılı,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş Tipi,Ortalama Yakıt Tüketimi,Depo Hacmi,Boya/Değişen Bilgisi,Takas Bilgisi,Satıcı,Fiyat
15,23799644,Toyota,Auris,1.4 D-4D Comfort Extra,2012,203.500 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1364 cc,90 hp,Önden Çekiş,"4,7 lt",55 lt,"
1 değişen, 4 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",540.000
16,23798755,Toyota,Auris,1.4 D-4D Advance Skypack,2015,153.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1364 cc,90 hp,Önden Çekiş,4 lt,50 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",825.000
17,23798825,Toyota,Corolla,1.33 Life,2017,63.750 km,Düz,Benzin,Sedan,Beyaz,1329 cc,99 hp,Önden Çekiş,"5,8 lt",55 lt,Belirtilmemiş,Sahibinden,Açıklama,735.000
18,23800585,Toyota,Corolla,1.4 D-4D Touch,2016,112.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1364 cc,90 hp,Önden Çekiş,"4,1 lt",55 lt,"
1 değişen, 2 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",750.000
19,23799506,Toyota,Avensis,1.6 Elegant,2010,195.000 km,Düz,LPG & Benzin,Sedan,Gri (metalik),1598 cc,132 hp,Önden Çekiş,"6,5 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,650.000
20,23798811,Toyota,Corolla,1.5 Dream,2022,9.500 km,Otomatik,Benzin,Sedan,Beyaz,1490 cc,125 hp,Önden Çekiş,"5,8 lt",50 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",1.090.000
21,21913772,Toyota,Corolla,1.6 Advance,2015,146.000 km,Düz,Benzin,Sedan,Kahverengi,1598 cc,132 hp,Önden Çekiş,"6,3 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,890.000
22,23734334,Toyota,Corolla,1.33 Life,2015,99.222 km,Düz,LPG & Benzin,Sedan,Beyaz,1329 cc,99 hp,Önden Çekiş,"5,8 lt",55 lt,Belirtilmemiş,Sahibinden,Açıklama,695.000
23,22709738,Toyota,Corolla,1.4 D-4D Touch,2016,175.000 km,Yarı Otomatik,Dizel,-,Sedan,1364 cc,90 hp,Önden Çekiş,"4,1 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,725.000
24,23798926,Toyota,Corolla,1.6 Comfort,2010,210.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598 cc,124 hp,Önden Çekiş,"7,2 lt",55 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,658.000
25,23590539,Toyota,Corolla,1.5 Dream,2022,30.000 km,Otomatik,Benzin,Sedan,Mavi,1490 cc,125 hp,Önden Çekiş,"5,8 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.000.000
26,23798955,Toyota,Auris,1.4 D-4D Comfort Extra,2012,104.000 km,Düz,Dizel,Hatchback/5,Gri,1364 cc,90 hp,Önden Çekiş,"4,7 lt",55 lt,"
2 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",600.000
27,23798651,Toyota,Corolla,1.4 D-4D Advance,2015,148.000 km,Düz,Dizel,Sedan,Beyaz,1364 cc,90 hp,Önden Çekiş,"4,1 lt",55 lt,"
1 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",905.000
28,23162719,Toyota,Auris,1.4 D-4D Comfort Plus,2012,163.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),1364 cc,90 hp,Önden Çekiş,5 lt,55 lt,Belirtilmemiş,Takasa Uygun,Galeriden,538.500
29,23798760,Toyota,Corolla,1.6 Flame X Pack,2020,53.000 km,Otomatik,Benzin,Sedan,Füme,1598 cc,132 hp,Önden Çekiş,"5,5 lt",50 lt,Belirtilmemiş,Takasa Uygun,Yetkili Bayiden,1.059.900
30,23739277,Toyota,Corolla,1.33 Life,2015,78.000 km,Düz,Benzin,Sedan,Beyaz,1329 cc,99 hp,Önden Çekiş,"5,8 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden,722.000
31,23798689,Toyota,Corolla,1.5 Flame X-Pack,2022,14.000 km,Otomatik,Benzin,Sedan,Gri (Gümüş),1490 cc,125 hp,Önden Çekiş,"5,8 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Yetkili Bayiden,1.169.900
32,23798672,Toyota,Corolla,1.4 D-4D Comfort,2011,270.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1365 cc,90 hp,Önden Çekiş,"4,9 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden,624.900
33,23798365,Toyota,Corolla,1.6 Comfort,2010,201.000 km,Düz,LPG & Benzin,Sedan,Füme,1598 cc,124 hp,Önden Çekiş,"7,2 lt",55 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",625.000
34,23798183,Toyota,Auris,1.4 D-4D Advance Skypack,2013,161.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1364 cc,90 hp,Önden Çekiş,"4,2 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",775.000
35,23798130,Toyota,Verso,1.6 D-4D Elegant,2014,219.500 km,Düz,Dizel,MPV,Beyaz,1598 cc,112 hp,Önden Çekiş,"4,5 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden,810.000
36,23797375,Toyota,Corolla,1.2 Turbo Flame X-Pack,2020,30.770 km,Otomatik,Benzin,Hatchback/5,Mavi (metalik),1197 cc,116 hp,Önden Çekiş,"5,8 lt",50 lt,Belirtilmemiş,Sahibinden,Açıklama,1.090.000
37,23443412,Toyota,Corolla,1.4 D-4D Advance,2016,141.000 km,Yarı Otomatik,Dizel,Sedan,1364 cc,90 hp,Önden Çekiş,"4,1 lt",55 lt,"
Tamamı boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,790.000
38,23797889,Toyota,Corolla,1.8 Hybrid Dream,2019,55.134 km,Otomatik,LPG & Benzin,Sedan,Gri,1800 cc,122 hp,Önden Çekiş,"
3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,882.000
39,23797884,Toyota,Corolla,1.8 Hybrid Flame,2021,110.465 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1800 cc,122 hp,Önden Çekiş,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,922.000
40,23797601,Toyota,Corolla,1.6 Advance,2015,136.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1598 cc,132 hp,Önden Çekiş,"6,3 lt",55 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",800.000
41,23796972,Toyota,Auris,1.33 Comfort,2010,128.000 km,Düz,Benzin,Hatchback/5,Füme,1329 cc,99 hp,Önden Çekiş,6 lt,55 lt,Belirtilmemiş,Sahibinden,Açıklama,550.000
42,23796127,Toyota,Corolla,1.6 Vision,2020,85.000 km,Yarı Otomatik,Benzin,Sedan,Mavi (metalik),1598 cc,132 hp,Önden Çekiş,"5,5 lt",50 lt,"
4 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",925.000
43,23796967,Toyota,Yaris,1.33 Terra Sporty,2011,153.000 km,Düz,Benzin,Hatchback/5,Beyaz,1329 cc,Önden Çekiş,"5,1 lt",42 lt,Belirtilmemiş,Sahibinden,Açıklama,Kredi,450.000
44,22363184,Toyota,Corolla,1.4 D-4D Touch,2017,210.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1364 cc,90 hp,Önden Çekiş,"4,1 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden,748.500
45,23796210,Toyota,Corolla,1.6 Dream,2020,12.000 km,Otomatik,Benzin,Sedan,Beyaz,1598 cc,132 hp,Önden Çekiş,"5,5 lt",50 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",1.125.000
46,23796639,Toyota,Auris,1.4 D-4D Advance,2013,149.336 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1364 cc,90 hp,Önden Çekiş,"4,2 lt",50 lt,"
1 değişen, 2 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",660.000
47,23796478,Toyota,Corolla,1.6 Comfort,2011,131.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598 cc,124 hp,Önden Çekiş,7 lt,55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,715.000
48,23446277,Toyota,Corolla,1.4 D-4D Comfort,2011,157.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1364 cc,90 hp,Önden Çekiş,"4,7 lt",55 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",665.000
49,23795642,Toyota,Corolla,1.4 D-4D Comfort,2012,242.000 km,Düz,Dizel,Sedan,Gri (Gümüş),1364 cc,76 - 100 HP,Önden Çekiş,"4,9 lt",55 lt,"
1 değişen, 6 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",540.000
50,23795357,Toyota,Corolla,1.6 Vision,2019,61.000 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1598 cc,132 hp,Önden Çekiş,"5,5 lt",50 lt,"
2 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",839.000
51,23794949,Toyota,Corolla,1.4 D-4D Advance,2014,153.800 km,Düz,Dizel,Sedan,Beyaz,1364 cc,90 hp,Önden Çekiş,"4,1 lt",55 lt,"
1 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",670.000
52,23790793,Toyota,Auris,1.4 D-4D Advance Skypack,2014,190.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1364 cc,90 hp,Önden Çekiş,"4,2 lt",50 lt,"
7 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",635.000
53,23794843,Toyota,Auris,1.6 Comfort Extra,2010,86.000 km,Otomatik,LPG & Benzin,Hatchback/5,Gri (Gümüş),1598 cc,124 hp,Önden Çekiş,"7,1 lt",55 lt,"
1 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",695.000
54,23794980,Toyota,Corolla,1.4 D-4D Advance,2015,87.500 km,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1364 cc,90 hp,Önden Çekiş,"4,1 lt",55 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",780.000
55,23794855,Toyota,Corolla,1.5 Dream,2021,64.270 km,Otomatik,Benzin,Sedan,Beyaz,1490 cc,125 hp,Önden Çekiş,"5,8 lt",50 lt,"
2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",865.000
56,23794685,Toyota,Auris,1.4 D-4D Class,2010,137.000 km,Düz,Dizel,Hatchback/5,Füme,1364 cc,90 hp,Önden Çekiş,5 lt,55 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",649.000
57,23445658,Toyota,Corolla,1.6 Flame X Pack,2020,23.500 km,Otomatik,Benzin,Sedan,Beyaz,1598 cc,132 hp,Önden Çekiş,"5,5 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.260.000
58,23793024,Toyota,Corolla,1.4 D-4D Comfort,2010,271.000 km,Yarı Otomatik,Dizel,Sedan,Gri (metalik),1365 cc,90 hp,Önden Çekiş,"4,9 lt",55 lt,"
4 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",545.000
59,23446373,Toyota,Yaris,1.33 Terra Sporty,2010,200.106 km,Yarı Otomatik,Benzin,Hatchback/5,Gri,1329 cc,101 hp,Önden Çekiş,"5,1 lt",42 lt,Belirtilmemiş,Takasa Uygun,Galeriden,550.000
60,23794780,Toyota,Corolla,1.4 D-4D Comfort Extra,2011,404.000 km,Düz,Dizel,Sedan,Siyah,1364 cc,90 hp,Önden Çekiş,"4,7 lt",55 lt,"
2 değişen
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",480.000
61,23794504,Toyota,Corolla,1.6 Advance,2017,127.000 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1598 cc,132 hp,Önden Çekiş,"6,1 lt",55 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",840.000
62,23445759,Toyota,Auris,1.33 Life,2016,105.000 km,Düz,Benzin,Hatchback/5,Mavi,1329 cc,99 hp,Önden Çekiş,"5,8 lt",50 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",720.000
63,23793272,Toyota,Corolla,1.4 D-4D Advance,2013,198.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1364 cc,90 hp,Önden Çekiş,"4,1 lt",55 lt,Belirtilmemiş,Sahibinden,Açıklama,695.000
64,23446488,Toyota,Corolla,1.8 Hybrid Flame X-Pack,2019,56.000 km,Otomatik,Hibrit,Sedan,Beyaz,1798 cc,98 hp,Önden Çekiş,"3,5 lt",43 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.060.000
65,23792193,Toyota,Corolla,1.6 Elegant,2010,195.000 km,Otomatik,LPG & Benzin,Sedan,Gri (Gümüş),1598 cc,Önden Çekiş,6 lt,55 lt,"
1 değişen, 3 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Kredi
Ekspertiz
Yakıt
",Araç Bilgileri,685.000
66,21944193,Toyota,Yaris,1.33 Style Red Skypack,2016,38.000 km,Otomatik,Benzin,Hatchback/5,Füme,1329 cc,98 hp,Önden Çekiş,"5,1 lt",42 lt,"
3 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",799.500
67,23791099,Toyota,Auris,1.33 Comfort,2012,160.680 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1329 cc,99 hp,Önden Çekiş,6 lt,55 lt,"
2 değişen, 2 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",565.000
68,23792006,Toyota,Corolla,1.6 Elegant,2011,174.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1598 cc,124 hp,Önden Çekiş,7 lt,55 lt,"
Tamamı orjinal
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",780.000
69,23793929,Toyota,Auris,1.33 Life,2014,74.000 km,Düz,Benzin,Hatchback/5,Kahverengi,1329 cc,99 hp,Önden Çekiş,"5,5 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,675.000
70,23792762,Toyota,Corolla,1.4 D-4D Advance,2014,130.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1364 cc,90 hp,Önden Çekiş,"4,1 lt",55 lt,"
6 boyalı
","
                                        Kimden

                                    ","
Açıklama
Boya, Değişen ve Tramer
Araç Bilgileri
Donanım
Kredi
Ekspertiz
Yakıt
",710.000
71,23791854,Toyota,Avensis,1.6 Elegant Extra,2012,158.000 km,Düz,LPG & Benzin,Sedan,Gri,1598 cc,132 hp,Önden Çekiş,"6,5 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,578.000
72,23792389,Toyota,Yaris,1.33 Cool,2015,44.900 km,Otomatik,Benzin,Hatchback/5,Kahverengi,1329 cc,99 hp,Önden Çekiş,"4,8 lt",42 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,755.000
73,23794355,Toyota,Corolla,1.5 Flame X-Pack,2023,6.001 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1490 cc,125 hp,Önden Çekiş,"6,3 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.345.000
74,23793793,Toyota,Corolla,1.4 D-4D Comfort,2010,315.000 km,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1365 cc,90 hp,Önden Çekiş,"4,9 lt",55 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,600.000
75,23793183,Toyota,Corolla,1.5 Dream X-Pack,2023,6.001 km,Otomatik,Benzin,Sedan,Beyaz,1490 cc,125 hp,Önden Çekiş,"6,3 lt",50 lt,Belirtilmemiş,Sahibinden,Açıklama,1.250.000
76,23711742,Toyota,Corolla,1.5 Dream,2021,21.000 km,Otomatik,Benzin,Sedan,Beyaz,1490 cc,125 hp,Önden Çekiş,"5,8 lt",50 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",949.500
77,23709776,Toyota,Corolla,1.4 D-4D Advance,2014,264.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1364 cc,90 hp,Önden Çekiş,"4,1 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden,598.000
78,23708946,Toyota,Corolla,1.33 Life,2015,143.000 km,Düz,LPG & Benzin,Sedan,Bej,1329 cc,99 hp,Önden Çekiş,"5,8 lt",55 lt,Belirtilmemiş,Takasa Uygun,Galeriden,645.000
79,23709482,Toyota,Yaris,1.33 Cool Skypack,2015,130.000 km,Otomatik,Benzin,Hatchback/5,Kahverengi,1329 cc,99 hp,Önden Çekiş,"4,8 lt",42 lt,Belirtilmemiş,Takasa Uygun,Galeriden,750.000
80,23659899,Toyota,Corolla,1.8 Hybrid Dream,2021,66.000 km,Otomatik,Hibrit,Sedan,Beyaz,1798 cc,98 hp,Önden Çekiş,"3,5 lt",43 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",975.000
81,23636921,Toyota,Corolla,1.5 Flame,2022,27.000 km,Otomatik,Benzin,Sedan,Gri (metalik),1490 cc,125 hp,Önden Çekiş,"5,8 lt",50 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",1.085.000
82,23635925,Toyota,Yaris,1.0 Life,2012,144.000 km,Düz,Benzin,Hatchback/5,Bordo,998 cc,69 hp,Önden Çekiş,"4,8 lt",42 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",410.000
83,23712072,Toyota,Corolla,1.4 D-4D Advance,2014,188.437 km,Düz,Dizel,Sedan,Gri,1364 cc,90 hp,Önden Çekiş,"4,1 lt",55 lt,"
2 değişen, 4 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",607.000
84,23709956,Toyota,Corolla,1.4 D-4D Touch,2017,143.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1364 cc,90 hp,Önden Çekiş,"4,1 lt",55 lt,"
1 boyalı
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",789.000
85,23708217,Toyota,Corolla,1.8 Hybrid Dream,2020,122.300 km,Otomatik,Hibrit,Sedan,Gri,1798 cc,98 hp,Önden Çekiş,"3,5 lt",43 lt,Belirtilmemiş,Takasa Uygun,Galeriden,869.000
86,23637412,Toyota,Corolla,1.6 Life,2018,40.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1598 cc,132 hp,Önden Çekiş,"6,3 lt",55 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",875.000
87,23637346,Toyota,Corolla,1.6 Advance,2018,58.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1598 cc,132 hp,Önden Çekiş,"6,3 lt",55 lt,"
Tamamı orjinal
","
                                        Takasa Uygun

                                    ","
                                        Kimden

                                    ",950.000
