,Ürün Kodu,Marka,Seri,Model,Araç Yılı,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş Tipi,Ortalama Yakıt Tüketimi,Depo Hacmi,Boya/Değişen Bilgisi,Fiyat
0,23661840,Ford,Focus,1.5 TDCi Titanium,2020,107000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
1 değişen, 5 boyalı
",999000
1,23042502,Ford,Focus,1.5 TDCi Trend X,2019,144000,Düz,Dizel,Hatchback/5,Beyaz,1500,120,Önden Çekiş,3.4,47,Belirtilmemiş,999000
2,23258667,Ford,Focus,1.6 Ti-VCT Titanium,2017,64000,Düz,LPG & Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.0,55,"
Tamamı orjinal
",998000
3,23648099,Ford,Focus,1.5 TDCi Trend X,2019,147000,Yarı Otomatik,Dizel,Hatchback/5,Siyah,1499,120,Önden Çekiş,4.2,55,"
Tamamı orjinal
",995000
4,23665787,Ford,Focus,1.6 TDCi Titanium,2017,88000,Düz,Dizel,Sedan,Beyaz,1560,115,Önden Çekiş,4.2,55,"
Tamamı orjinal
",990000
5,23777208,Ford,Focus,1.6 TDCi Titanium,2017,46000,Düz,Dizel,Hatchback/5,Beyaz,1560,115,Önden Çekiş,4.2,55,Belirtilmemiş,990000
6,23782431,Ford,Focus,1.6 TDCi Style,2014,57000,Düz,Dizel,Sedan,Beyaz,1560,115,Önden Çekiş,4.2,53,Belirtilmemiş,989000
7,23623844,Ford,Focus,1.5 TDCi Trend X,2019,80000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
Tamamı orjinal
",985000
8,23699354,Ford,Focus,1.5 TDCi Trend X,2017,139000,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,"
2 değişen, 2 boyalı
",985000
9,23005148,Ford,Focus,1.6 TDCi Titanium,2016,103000,Düz,Dizel,Sedan,Beyaz,1560,115,Önden Çekiş,4.2,55,"
2 boyalı
",985000
10,23609998,Ford,Focus,1.5 TDCi Trend X,2019,143000,Otomatik,Dizel,Hatchback/5,Beyaz,1500,120,Önden Çekiş,4.3,47,Belirtilmemiş,985000
11,23595566,Ford,Focus,1.5 TDCi Titanium,2016,162000,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1499,120,Önden Çekiş,4.2,55,Belirtilmemiş,985000
12,23635323,Ford,Focus,1.6 TDCi Titanium,2017,110000,Düz,Dizel,Sedan,Siyah,1560,115,Önden Çekiş,4.2,53,"
Tamamı orjinal
",985000
13,23683619,Ford,Focus,1.5 TDCi Trend X,2019,159000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,Belirtilmemiş,980000
14,23776857,Ford,Focus,1.5 TDCi Titanium,2018,122000,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,Belirtilmemiş,980000
15,23776562,Ford,Focus,1.5 TDCi Titanium,2017,64000,Yarı Otomatik,Dizel,Sedan,Füme,1499,120,Önden Çekiş,4.2,55,"
Tamamı orjinal
",980000
16,22861415,Ford,Focus,1.5 Ti-VCT Trend X,2021,29000,Düz,Benzin,Hatchback/5,Mavi (metalik),1497,123,Önden Çekiş,5.8,52,"
Tamamı orjinal
",980000
17,23739372,Ford,Focus,1.5 Ti-VCT Trend X,2020,16000,Otomatik,Benzin,Sedan,Beyaz,1497,123,Önden Çekiş,6.5,52,Belirtilmemiş,980000
18,23233168,Ford,Focus,1.5 TDCi Trend X,2019,131000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,Belirtilmemiş,978000
19,23565164,Ford,Fiesta,1.0 Titanium,2019,35000,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,998,100,Önden Çekiş,5.2,42,Belirtilmemiş,976000
20,23445739,Ford,Focus,1.6 Ti-VCT Titanium,2017,43000,Düz,Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.0,55,"
Tamamı orjinal
",976000
21,23281105,Ford,Focus,1.5 TDCi Titanium,2018,105000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
Tamamı orjinal
",975000
22,22701319,Ford,Focus,1.6 TDCi Titanium X,2014,73000,Düz,Dizel,Sedan,Beyaz,1560,110,Önden Çekiş,4.5,55,"
Tamamı orjinal
",975000
23,23796347,Ford,Focus,1.5 TDCi Trend X,2020,86000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
4 boyalı
",975000
24,22188812,Ford,Focus,1.5 TDCi Titanium,2016,215000,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,"
2 değişen
",975000
25,23142220,Ford,Focus,1.5 TDCi Titanium,2017,109000,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,"
1 değişen
",975000
26,23611610,Ford,Focus,1.6 Ti-VCT Trend X,2018,56000,Yarı Otomatik,Benzin,Sedan,Gri,1596,125,Önden Çekiş,6.3,55,"
Tamamı orjinal
",975000
27,23691444,Ford,Focus,1.5 TDCi Titanium,2018,90000,Düz,Dizel,Sedan,Gri,1499,120,Önden Çekiş,3.8,55,"
1 değişen
",975000
28,23793812,Ford,Focus,1.5 TDCi Titanium,2019,106000,Yarı Otomatik,Dizel,Sedan,Gri,1499,120,Önden Çekiş,4.2,55,"
1 değişen, 2 boyalı
",972000
29,23716457,Ford,Focus,1.6 TDCi Titanium,2016,92000,Düz,Dizel,Sedan,Beyaz,1560,115,Önden Çekiş,4.2,55,"
Tamamı orjinal
",970000
30,23674406,Ford,Focus,1.6 Ti-VCT Trend X,2018,8000,Yarı Otomatik,Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.3,55,"
Tamamı orjinal
",970000
31,23697257,Ford,Focus,1.5 Ti-VCT Trend X,2020,17000,Düz,Benzin,Hatchback/5,Beyaz,1497,123,Önden Çekiş,5.8,52,Belirtilmemiş,970000
32,23697242,Ford,Focus,1.5 Ti-VCT Trend X,2020,17000,Düz,Benzin,Hatchback/5,Beyaz,1497,123,Önden Çekiş,5.8,52,Belirtilmemiş,970000
33,23622977,Ford,Focus,1.5 Ti-VCT Trend X,2020,36000,Düz,Benzin,Hatchback/5,Gri,1497,123,Önden Çekiş,5.8,52,"
Tamamı orjinal
",970000
34,23625994,Ford,Focus,1.5 TDCi Titanium,2020,80000,Otomatik,Dizel,Sedan,Gri (Gümüş),1500,120,Önden Çekiş,4.3,47,"
1 değişen, 4 boyalı
",970000
35,23445557,Ford,Focus,1.5 TDCi Titanium,2015,120000,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1499,120,Önden Çekiş,4.2,55,Belirtilmemiş,970000
36,23025689,Ford,Focus,1.5 TDCi Trend X,2019,123000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
Tamamı orjinal
",965000
37,23800130,Ford,Focus,1.5 Ti-VCT Titanium,2019,43000,Otomatik,Benzin,Hatchback/5,Mavi,1497,123,Önden Çekiş,6.5,52,"
2 değişen
",965000
38,23800344,Ford,Focus,1.5 TDCi Trend X,2020,106000,Otomatik,Dizel,Sedan,Mavi,1500,120,Önden Çekiş,4.3,47,"
2 boyalı
",965000
39,23661394,Ford,Focus,1.5 TDCi Titanium,2019,94000,Otomatik,Dizel,Hatchback/5,Bej,1500,120,Önden Çekiş,4.3,47,"
1 değişen, 1 boyalı
",960000
40,23731146,Ford,Focus,1.5 TDCi Trend X,2020,70000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
1 değişen, 2 boyalı
",960000
41,23767108,Ford,Focus,1.5 TDCi Trend X,2020,86000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,Belirtilmemiş,960000
42,23643487,Ford,Focus,1.5 Ti-VCT Trend X,2021,67000,Düz,Benzin,Hatchback/5,Beyaz,1497,123,Önden Çekiş,5.8,52,Belirtilmemiş,960000
43,23608818,Ford,Focus,1.5 TDCi Trend X,2020,67000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,Belirtilmemiş,960000
44,23708645,Ford,C-Max,1.6 TDCi Titanium X,2015,70000,Düz,Dizel,MPV,Beyaz,1560,115,Önden Çekiş,4.5,53,Belirtilmemiş,960000
45,23596946,Ford,Focus,1.0 EcoBoost ST Line,2022,28000,Otomatik,Benzin,Hatchback/5,Gri,999,125,Önden Çekiş,5.8,52,"
Tamamı orjinal
",960000
46,23731738,Ford,Focus,1.5 Ti-VCT Trend X,2019,99000,Otomatik,Benzin,Sedan,Gri (Gümüş),1497,123,Önden Çekiş,6.5,52,"
Tamamı orjinal
",960000
47,23641681,Ford,Focus,1.5 TDCi Trend X,2020,68000,Otomatik,Dizel,Sedan,Gri (Gümüş),1500,120,Önden Çekiş,4.3,47,Belirtilmemiş,960000
48,23630506,Ford,Focus,1.6 Ti-VCT Trend X,2017,37000,Yarı Otomatik,Benzin,Hatchback/5,Lacivert,1596,125,Önden Çekiş,6.3,55,Belirtilmemiş,960000
49,23748397,Ford,Focus,1.5 TDCi Titanium,2018,167000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,Belirtilmemiş,959000
50,23580208,Ford,Focus,1.5 TDCi Trend X,2019,59000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
Tamamı orjinal
",959000
51,23600642,Ford,Focus,1.5 TDCi Trend X,2016,66000,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,"
Tamamı orjinal
",955000
52,23696680,Ford,Focus,1.5 TDCi Trend X,2020,66000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
1 değişen
",955000
53,23310586,Ford,Focus,1.5 TDCi Trend X,2019,112000,Otomatik,Dizel,Hatchback/5,Beyaz,1500,120,Önden Çekiş,4.3,47,Belirtilmemiş,955000
54,23704606,Ford,Focus,1.5 TDCi Trend X,2015,118000,Yarı Otomatik,Dizel,Sedan,Füme,1499,120,Önden Çekiş,4.2,55,"
Tamamı orjinal
",955000
55,23630868,Ford,Focus,1.6 Ti-VCT Titanium,2017,89000,Düz,Benzin,Sedan,Gri,1596,125,Önden Çekiş,6.0,55,Belirtilmemiş,955000
56,23764369,Ford,Focus,1.5 TDCi Trend X,2018,114000,Otomatik,Dizel,Hatchback/5,Beyaz,1500,120,Önden Çekiş,4.3,47,"
Tamamı orjinal
",950000
57,23607661,Ford,Focus,1.5 Ti-VCT Trend X,2020,16000,Düz,Benzin,Hatchback/5,Beyaz,1497,123,Önden Çekiş,5.8,52,"
Tamamı orjinal
",950000
58,23740169,Ford,Focus,1.6 TDCi Titanium,2014,104000,Düz,Dizel,Hatchback/5,Beyaz,1560,115,Önden Çekiş,4.2,55,"
Tamamı orjinal
",950000
59,23266922,Ford,Focus,1.5 TDCi Trend X,2019,118000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
2 boyalı
",950000
60,22896857,Ford,Focus,1.6 TDCi Titanium,2013,97000,Düz,Dizel,Sedan,Gri (metalik),1560,115,Önden Çekiş,4.2,53,"
Tamamı orjinal
",950000
61,23668454,Ford,Focus,1.5 TDCi Titanium,2018,77000,Düz,Dizel,Sedan,Gri (titanyum),1499,120,Önden Çekiş,3.8,55,"
5 boyalı
",950000
62,23268148,Ford,Focus,1.5 TDCi Titanium,2017,144000,Yarı Otomatik,Dizel,Sedan,Siyah,1499,120,Önden Çekiş,4.2,55,"
1 değişen, 4 boyalı
",950000
63,23701168,Ford,Focus,1.5 Ti-VCT Trend X,2020,16000,Düz,Benzin,Hatchback/5,Gri (metalik),1497,123,Önden Çekiş,5.8,52,Belirtilmemiş,949000
64,23604874,Ford,Focus,1.5 TDCi Titanium,2017,140000,Yarı Otomatik,Dizel,Sedan,Füme,1499,120,Önden Çekiş,4.2,55,"
3 boyalı
",948000
65,23680743,Ford,Focus,1.6 TDCi Titanium,2015,137000,Düz,Dizel,Sedan,Beyaz,1560,115,Önden Çekiş,4.2,55,"
Tamamı orjinal
",945000
66,23255090,Ford,Focus,1.5 TDCi Trend X,2018,138000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
Tamamı orjinal
",945000
67,23770008,Ford,Focus,1.5 Ti-VCT Trend X,2022,14000,Düz,Benzin,Sedan,Beyaz,1497,123,Önden Çekiş,6.2,52,"
Tamamı orjinal
",945000
68,23255142,Ford,Focus,1.5 TDCi Trend X,2016,108000,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,"
Tamamı orjinal
",945000
69,23524572,Ford,Focus,1.6 Ti-VCT Trend X,2017,15000,Düz,Benzin,Hatchback/5,Beyaz,1596,125,Önden Çekiş,5.9,55,"
Tamamı orjinal
",945000
70,23363860,Ford,Focus,1.5 TDCi Trend X,2018,118000,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,"
Tamamı orjinal
",943000
71,23628341,Ford,Focus,1.5 TDCi Trend X,2017,110000,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,Belirtilmemiş,940000
72,23592209,Ford,Focus,1.6 TDCi Titanium,2016,189000,Düz,Dizel,Hatchback/5,Beyaz,1560,115,Önden Çekiş,4.2,55,Belirtilmemiş,940000
73,23711524,Ford,Focus,1.6 Ti-VCT Trend X,2018,47000,Düz,LPG & Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.0,55,Belirtilmemiş,940000
74,23708573,Ford,Focus,1.6 TDCi Titanium,2017,98000,Düz,Dizel,Sedan,Füme,1560,115,Önden Çekiş,4.2,55,"
Tamamı orjinal
",940000
75,23632319,Ford,Focus,1.5 TDCi Trend X,2020,77000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
2 boyalı
",939000
76,23523325,Ford,Focus,1.5 TDCi Trend X,2019,152000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
1 değişen, 1 boyalı
",939000
77,23631917,Ford,C-Max,1.5 TDCi Titanium,2017,101000,Yarı Otomatik,Dizel,MPV,Beyaz,1499,120,Önden Çekiş,4.6,60,"
Tamamı orjinal
",935000
78,23643820,Ford,Focus,1.5 TDCi Trend X,2018,105000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
3 boyalı
",935000
79,23355497,Ford,Focus,1.5 TDCi Trend X,2019,128000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
2 değişen, 2 boyalı
",935000
80,23554072,Ford,Focus,1.5 TDCi Trend X,2018,118000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
Tamamı orjinal
",935000
81,23668754,Ford,Focus,1.6 TDCi Titanium,2015,85000,Düz,Dizel,Sedan,Beyaz,1560,115,Önden Çekiş,4.2,55,"
1 değişen
",935000
82,23607474,Ford,Focus,1.5 TDCi Trend X,2019,140000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,Belirtilmemiş,935000
83,23475308,Ford,Focus,1.5 TDCi Trend X,2019,129000,Otomatik,Dizel,Station wagon,Gri (Gümüş),1500,120,Önden Çekiş,4.3,47,"
2 boyalı
",935000
84,23621703,Ford,Focus,1.5 TDCi Trend X,2017,73000,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,Belirtilmemiş,932000
85,23767458,Ford,Focus,1.6 Ti-VCT Trend X,2016,55000,Düz,LPG & Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.0,55,"
Tamamı orjinal
",930000
86,23353848,Ford,Focus,1.5 TDCi Trend X,2016,56000,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,"
Tamamı orjinal
",930000
87,23477557,Ford,Focus,1.5 TDCi Trend X,2018,118000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
1 değişen, 2 boyalı
",930000
88,23710733,Ford,C-Max,1.6 TDCi Titanium X,2011,165000,Düz,Dizel,MPV,Beyaz,1560,110,Önden Çekiş,4.9,55,"
1 değişen
",930000
89,23707222,Ford,Focus,1.6 Ti-VCT Trend X,2016,77000,Yarı Otomatik,LPG & Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.3,55,Belirtilmemiş,930000
90,23759337,Ford,Focus,1.6 Ti-VCT Trend X,2018,21000,Düz,Benzin,Sedan,Füme,1596,125,Önden Çekiş,6.0,55,"
Tamamı orjinal
",930000
91,23748519,Ford,Focus,1.6 Ti-VCT Trend X,2018,33000,Düz,Benzin,Sedan,Gri (metalik),1596,125,Önden Çekiş,6.0,55,"
Tamamı orjinal
",930000
92,22923219,Ford,Focus,1.5 TDCi Titanium,2017,82000,Yarı Otomatik,Dizel,Sedan,Lacivert,1499,120,Önden Çekiş,4.2,55,"
1 değişen, 1 boyalı
",930000
93,23614863,Ford,Focus,1.5 Ti-VCT Trend X,2021,37000,Düz,Benzin,Hatchback/5,Mavi (metalik),1497,123,Önden Çekiş,5.8,52,"
Tamamı orjinal
",930000
94,23008164,Ford,Focus,1.6 Ti-VCT Trend X,2018,45000,Düz,LPG & Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.0,55,"
Tamamı orjinal
",930000
95,23755918,Ford,Focus,1.5 TDCi Trend X,2020,136000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,Belirtilmemiş,930000
96,23781776,Ford,Focus,1.5 TDCi Titanium,2016,119000,Yarı Otomatik,Dizel,Sedan,Siyah,1499,120,Önden Çekiş,4.2,55,"
Tamamı orjinal
",928000
97,23057168,Ford,Mondeo,2.0 TDCi Titanium,2016,163000,Yarı Otomatik,Dizel,Sedan,Siyah,1997,180,Önden Çekiş,4.8,62,"
2 değişen, 1 boyalı
",928000
98,23397922,Ford,Focus,1.5 TDCi Trend X,2016,121000,Yarı Otomatik,Dizel,Station wagon,Beyaz,1499,120,Önden Çekiş,4.2,53,"
Tamamı orjinal
",925000
99,23732103,Ford,Focus,1.6 Ti-VCT Trend X,2017,106000,Yarı Otomatik,LPG & Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.3,55,"
Tamamı orjinal
",925000
100,23606081,Ford,Focus,1.5 TDCi Trend X,2020,118000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
Tamamı orjinal
",925000
101,22513124,Ford,Focus,1.5 Ti-VCT Trend X,2019,65000,Otomatik,LPG & Benzin,Sedan,Beyaz,1497,123,Önden Çekiş,6.5,52,"
Tamamı orjinal
",925000
102,22952175,Ford,Focus,1.6 TDCi Trend X,2015,59000,Düz,Dizel,Sedan,Beyaz,1560,95,Önden Çekiş,4.5,53,"
Tamamı orjinal
",925000
103,23629732,Ford,Focus,1.5 TDCi Titanium,2020,48000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
8 boyalı
",925000
104,22860473,Ford,Focus,1.5 TDCi Trend X,2020,103000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
3 boyalı
",925000
105,23212977,Ford,Focus,1.6 Ti-VCT Trend X,2018,166000,Yarı Otomatik,Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.3,55,"
1 değişen, 5 boyalı
",925000
106,23787739,Ford,Focus,1.5 TDCi Trend X,2018,140000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
Tamamı orjinal
",920000
107,23669636,Ford,Focus,1.6 Ti-VCT Titanium,2017,112000,Yarı Otomatik,Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.3,55,"
1 boyalı
",920000
108,23694006,Ford,Focus,1.6 Ti-VCT Titanium,2015,117000,Yarı Otomatik,LPG & Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.3,55,"
Tamamı orjinal
",920000
109,23763720,Ford,Focus,1.5 Ti-VCT Trend X,2020,65000,Düz,LPG & Benzin,Sedan,Beyaz,1497,123,Önden Çekiş,5.8,52,Belirtilmemiş,920000
110,23570780,Ford,Focus,1.6 Ti-VCT Trend X,2018,90000,Yarı Otomatik,Benzin,Hatchback/5,Füme,1596,125,Önden Çekiş,6.3,55,Belirtilmemiş,920000
111,23629165,Ford,Focus,1.6 Ti-VCT Trend X,2017,104000,Düz,Benzin,Hatchback/5,Gri,1596,125,Önden Çekiş,5.9,55,Belirtilmemiş,920000
112,23748553,Ford,Focus,1.6 TDCi Titanium,2015,110000,Düz,Dizel,Sedan,Gri (Gümüş),1560,115,Önden Çekiş,4.2,55,Belirtilmemiş,920000
113,23791226,Ford,Focus,1.6 Ti-VCT Titanium,2016,73000,Düz,Benzin,Sedan,Kırmızı,1596,125,Önden Çekiş,6.0,55,"
1 boyalı
",920000
114,23162405,Ford,Focus,1.6 Ti-VCT Trend X,2018,85000,Otomatik,Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.3,55,Belirtilmemiş,920000
115,23728927,Ford,Focus,1.5 TDCi Titanium,2017,104000,Yarı Otomatik,Dizel,Sedan,Gri (Gümüş),1499,120,Önden Çekiş,4.2,55,"
Tamamı orjinal
",916000
116,23615869,Ford,Focus,1.6 TDCi Trend X,2016,46000,Düz,Dizel,Hatchback/5,Beyaz,1560,95,Önden Çekiş,4.5,55,"
Tamamı orjinal
",915000
117,23626183,Ford,Focus,1.6 TDCi Trend X,2017,67000,Düz,Dizel,Sedan,Beyaz,1560,95,Önden Çekiş,4.5,53,Belirtilmemiş,915000
118,23798642,Ford,Focus,1.5 TDCi Trend X,2018,118000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,Belirtilmemiş,915000
119,23208570,Ford,Focus,1.5 TDCi Titanium,2017,172000,Yarı Otomatik,Dizel,Sedan,Füme,1499,120,Önden Çekiş,4.2,55,Belirtilmemiş,915000
120,23600154,Ford,Focus,1.6 Ti-VCT Titanium,2017,105000,Düz,Benzin,Sedan,Mavi,1596,125,Önden Çekiş,6.0,55,"
Tamamı orjinal
",915000
121,23552985,Ford,Mondeo,1.5 Titanium,2016,163000,Otomatik,Benzin,Sedan,Siyah,1498,160,Önden Çekiş,6.3,62,"
Tamamı orjinal
",915000
122,23748427,Ford,Focus,1.6 TDCi Titanium,2015,111000,Düz,Dizel,Sedan,Beyaz,1560,115,Önden Çekiş,4.2,55,"
Tamamı orjinal
",913000
123,23757651,Ford,Focus,1.5 TDCi Trend X,2020,79000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
2 boyalı
",913000
124,23743172,Ford,Focus,1.5 TDCi Trend X,2016,65000,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,"
Tamamı orjinal
",910000
125,23622212,Ford,Focus,1.6 Ti-VCT Trend X,2018,61000,Düz,LPG & Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.0,55,"
Tamamı orjinal
",910000
126,23752123,Ford,Focus,1.5 TDCi Titanium,2018,174000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
Tamamı orjinal
",910000
127,23730834,Ford,Focus,1.5 TDCi Trend X,2018,192000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
Tamamı orjinal
",910000
128,23659635,Ford,Focus,1.5 TDCi Titanium,2017,120000,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,"
2 değişen
",910000
129,23749282,Ford,Focus,1.5 TDCi Trend X,2020,122000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
1 boyalı
",910000
130,23662763,Ford,Focus,1.5 TDCi Trend X,2017,162000,Yarı Otomatik,Dizel,Sedan,Gri,1499,120,Önden Çekiş,4.2,55,"
1 boyalı
",910000
131,23089933,Ford,Focus,1.5 TDCi Trend X,2019,152000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
1 değişen, 1 boyalı
",905000
132,22975028,Ford,Focus,1.6 Ti-VCT Trend X,2017,66000,Düz,LPG & Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.0,55,"
1 değişen
",905000
133,23773946,Ford,Focus,1.5 TDCi Trend X,2015,94000,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,"
1 boyalı
",905000
134,23702798,Ford,C-Max,1.6 TDCi Titanium,2015,52000,Düz,Dizel,MPV,Beyaz,1560,115,Önden Çekiş,4.5,53,Belirtilmemiş,905000
135,23693767,Ford,Focus,1.5 TDCi Trend X,2017,61000,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,Belirtilmemiş,905000
136,23706100,Ford,Focus,1.6 Ti-VCT Titanium,2015,97000,Düz,LPG & Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.0,55,Belirtilmemiş,905000
137,23645720,Ford,Focus,1.5 TDCi Trend X,2020,117000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
Tamamı orjinal
",905000
138,23641160,Ford,Focus,1.6 Ti-VCT Trend X,2017,60000,Düz,LPG & Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.0,55,"
Tamamı orjinal
",900000
139,23603594,Ford,Focus,1.5 TDCi Trend X,2020,157000,Otomatik,Dizel,Sedan,Beyaz,1500,120,Önden Çekiş,4.3,47,"
2 boyalı
",900000
140,23657914,Ford,Focus,1.6 TDCi Trend X,2017,110000,Düz,Dizel,Sedan,Beyaz,1560,95,Önden Çekiş,4.5,53,"
Tamamı orjinal
",900000
141,23665771,Ford,Focus,1.5 TDCi Trend X,2017,139000,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,"
Tamamı orjinal
",900000
142,23748889,Ford,Focus,1.6 Ti-VCT Style,2015,95000,Yarı Otomatik,LPG & Benzin,Hatchback/5,Beyaz,1596,125,Önden Çekiş,6.3,55,"
Tamamı orjinal
",900000
143,23639484,Ford,Focus,1.6 TDCi Titanium,2017,210000,Düz,Dizel,Sedan,Beyaz,1560,115,Önden Çekiş,4.2,55,"
3 boyalı
",900000
144,23776835,Ford,Focus,1.6 Ti-VCT Titanium,2013,55000,Yarı Otomatik,Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.0,55,Belirtilmemiş,900000
145,23115224,Ford,Focus,1.5 TDCi Trend X,2017,124000,Yarı Otomatik,Dizel,Sedan,Beyaz,1499,120,Önden Çekiş,4.2,55,Belirtilmemiş,900000
146,22772702,Ford,Focus,1.6 TDCi Trend X,2016,144000,Düz,Dizel,Hatchback/5,Beyaz,1560,95,Önden Çekiş,4.5,55,Belirtilmemiş,900000
147,23675891,Ford,Focus,1.6 Ti-VCT Titanium,2013,39000,Düz,Benzin,Sedan,Beyaz,1596,125,Önden Çekiş,6.0,55,Belirtilmemiş,900000
148,23713075,Ford,Focus,1.5 Ti-VCT Trend X,2020,58000,Düz,Benzin,Hatchback/5,Gri,1497,123,Önden Çekiş,5.8,52,"
Tamamı orjinal
",900000
149,23629683,Ford,Focus,1.5 TDCi Titanium,2015,81000,Yarı Otomatik,Dizel,Hatchback/5,Gri (titanyum),1499,120,Önden Çekiş,4.2,55,"
Tamamı orjinal
",900000
